2023-10-17 19:20:26,626 INFO    StreamThr :592402 [internal.py:wandb_internal():86] W&B internal server running at pid: 592402, started at: 2023-10-17 19:20:26.625113
2023-10-17 19:20:26,629 DEBUG   HandlerThread:592402 [handler.py:handle_request():144] handle_request: status
2023-10-17 19:20:26,632 INFO    WriterThread:592402 [datastore.py:open_for_write():85] open: /home/augusto/symbolic/wandb/run-20231017_192026-7qf5tlnx/run-7qf5tlnx.wandb
2023-10-17 19:20:26,633 DEBUG   SenderThread:592402 [sender.py:send():380] send: header
2023-10-17 19:20:26,634 DEBUG   SenderThread:592402 [sender.py:send():380] send: run
2023-10-17 19:20:26,900 INFO    SenderThread:592402 [dir_watcher.py:__init__():211] watching files in: /home/augusto/symbolic/wandb/run-20231017_192026-7qf5tlnx/files
2023-10-17 19:20:26,900 INFO    SenderThread:592402 [sender.py:_start_run_threads():1122] run started: 7qf5tlnx with start time 1697584826.625171
2023-10-17 19:20:26,905 DEBUG   HandlerThread:592402 [handler.py:handle_request():144] handle_request: check_version
2023-10-17 19:20:26,905 DEBUG   SenderThread:592402 [sender.py:send_request():407] send_request: check_version
2023-10-17 19:20:26,993 DEBUG   HandlerThread:592402 [handler.py:handle_request():144] handle_request: run_start
2023-10-17 19:20:27,001 DEBUG   HandlerThread:592402 [system_info.py:__init__():32] System info init
2023-10-17 19:20:27,001 DEBUG   HandlerThread:592402 [system_info.py:__init__():47] System info init done
2023-10-17 19:20:27,001 INFO    HandlerThread:592402 [system_monitor.py:start():181] Starting system monitor
2023-10-17 19:20:27,002 INFO    SystemMonitor:592402 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-17 19:20:27,003 INFO    HandlerThread:592402 [system_monitor.py:probe():201] Collecting system info
2023-10-17 19:20:27,004 INFO    SystemMonitor:592402 [interfaces.py:start():190] Started cpu monitoring
2023-10-17 19:20:27,005 INFO    SystemMonitor:592402 [interfaces.py:start():190] Started disk monitoring
2023-10-17 19:20:27,006 INFO    SystemMonitor:592402 [interfaces.py:start():190] Started gpu monitoring
2023-10-17 19:20:27,007 INFO    SystemMonitor:592402 [interfaces.py:start():190] Started memory monitoring
2023-10-17 19:20:27,008 INFO    SystemMonitor:592402 [interfaces.py:start():190] Started network monitoring
2023-10-17 19:20:27,046 DEBUG   HandlerThread:592402 [system_info.py:probe():196] Probing system
2023-10-17 19:20:27,055 DEBUG   HandlerThread:592402 [gitlib.py:_init_repo():53] git repository is invalid
2023-10-17 19:20:27,055 DEBUG   HandlerThread:592402 [system_info.py:probe():244] Probing system done
