2023-10-17 18:56:06,428 INFO    StreamThr :588891 [internal.py:wandb_internal():86] W&B internal server running at pid: 588891, started at: 2023-10-17 18:56:06.427367
2023-10-17 18:56:06,431 DEBUG   HandlerThread:588891 [handler.py:handle_request():144] handle_request: status
2023-10-17 18:56:06,434 INFO    WriterThread:588891 [datastore.py:open_for_write():85] open: /home/augusto/symbolic/wandb/run-20231017_185606-dnw7qlk6/run-dnw7qlk6.wandb
2023-10-17 18:56:06,435 DEBUG   SenderThread:588891 [sender.py:send():380] send: header
2023-10-17 18:56:06,435 DEBUG   SenderThread:588891 [sender.py:send():380] send: run
2023-10-17 18:56:06,936 INFO    SenderThread:588891 [dir_watcher.py:__init__():211] watching files in: /home/augusto/symbolic/wandb/run-20231017_185606-dnw7qlk6/files
2023-10-17 18:56:06,936 INFO    SenderThread:588891 [sender.py:_start_run_threads():1122] run started: dnw7qlk6 with start time 1697583366.427379
2023-10-17 18:56:06,940 DEBUG   HandlerThread:588891 [handler.py:handle_request():144] handle_request: check_version
2023-10-17 18:56:06,941 DEBUG   SenderThread:588891 [sender.py:send_request():407] send_request: check_version
2023-10-17 18:56:07,036 DEBUG   HandlerThread:588891 [handler.py:handle_request():144] handle_request: run_start
2023-10-17 18:56:07,043 DEBUG   HandlerThread:588891 [system_info.py:__init__():32] System info init
2023-10-17 18:56:07,043 DEBUG   HandlerThread:588891 [system_info.py:__init__():47] System info init done
2023-10-17 18:56:07,043 INFO    HandlerThread:588891 [system_monitor.py:start():181] Starting system monitor
2023-10-17 18:56:07,044 INFO    SystemMonitor:588891 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-17 18:56:07,045 INFO    HandlerThread:588891 [system_monitor.py:probe():201] Collecting system info
2023-10-17 18:56:07,046 INFO    SystemMonitor:588891 [interfaces.py:start():190] Started cpu monitoring
2023-10-17 18:56:07,047 INFO    SystemMonitor:588891 [interfaces.py:start():190] Started disk monitoring
2023-10-17 18:56:07,047 INFO    SystemMonitor:588891 [interfaces.py:start():190] Started gpu monitoring
2023-10-17 18:56:07,048 INFO    SystemMonitor:588891 [interfaces.py:start():190] Started memory monitoring
2023-10-17 18:56:07,049 INFO    SystemMonitor:588891 [interfaces.py:start():190] Started network monitoring
2023-10-17 18:56:07,089 DEBUG   HandlerThread:588891 [system_info.py:probe():196] Probing system
2023-10-17 18:56:07,095 DEBUG   HandlerThread:588891 [gitlib.py:_init_repo():53] git repository is invalid
2023-10-17 18:56:07,095 DEBUG   HandlerThread:588891 [system_info.py:probe():244] Probing system done
2023-10-17 18:56:07,095 DEBUG   HandlerThread:588891 [system_monitor.py:probe():210] {'os': 'Linux-4.18.0-477.21.1.el8_8.x86_64-x86_64-with-glibc2.17', 'python': '3.8.18', 'heartbeatAt': '2023-10-17T22:56:07.089292', 'startedAt': '2023-10-17T22:56:06.422949', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'avaliation.py', 'codePathLocal': 'avaliation.py', 'codePath': 'avaliation.py', 'host': 'GPG-OPPENHEIMER.CHEME.CMU.EDU', 'username': 'augusto', 'executable': '/home/augusto/miniconda3/envs/sr/bin/python', 'cpu_count': 48, 'cpu_count_logical': 96, 'cpu_freq': {'current': 3337.3406458333334, 'min': 1500.0, 'max': 4037.5}, 'cpu_freq_per_core': [{'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3826.771, 'min': 1500.0, 'max': 4037.5}, {'current': 3826.805, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3826.871, 'min': 1500.0, 'max': 4037.5}, {'current': 3826.873, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3826.953, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3827.025, 'min': 1500.0, 'max': 4037.5}, {'current': 3679.44, 'min': 1500.0, 'max': 4037.5}, {'current': 3827.028, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3827.129, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3827.131, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3838.868, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3837.026, 'min': 1500.0, 'max': 4037.5}, {'current': 3839.193, 'min': 1500.0, 'max': 4037.5}, {'current': 3839.445, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3838.911, 'min': 1500.0, 'max': 4037.5}, {'current': 3839.672, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3839.267, 'min': 1500.0, 'max': 4037.5}, {'current': 3839.321, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3827.126, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3826.596, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3838.877, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3838.743, 'min': 1500.0, 'max': 4037.5}, {'current': 3838.952, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}, {'current': 3200.0, 'min': 1500.0, 'max': 4037.5}], 'disk': {'/': {'total': 249.8779296875, 'used': 153.6564178466797}}, 'gpu': 'NVIDIA A100-SXM4-80GB', 'gpu_count': 4, 'gpu_devices': [{'name': 'NVIDIA A100-SXM4-80GB', 'memory_total': 85899345920}, {'name': 'NVIDIA A100-SXM4-80GB', 'memory_total': 85899345920}, {'name': 'NVIDIA A100-SXM4-80GB', 'memory_total': 85899345920}, {'name': 'NVIDIA A100-SXM4-80GB', 'memory_total': 85899345920}], 'memory': {'total': 1007.2281532287598}}
2023-10-17 18:56:07,095 INFO    HandlerThread:588891 [system_monitor.py:probe():211] Finished collecting system info
2023-10-17 18:56:07,095 INFO    HandlerThread:588891 [system_monitor.py:probe():214] Publishing system info
2023-10-17 18:56:07,095 DEBUG   HandlerThread:588891 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-17 18:56:07,095 DEBUG   HandlerThread:588891 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-17 18:56:07,095 DEBUG   HandlerThread:588891 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-10-17 18:56:07,937 INFO    Thread-12 :588891 [dir_watcher.py:_on_file_created():271] file/dir created: /home/augusto/symbolic/wandb/run-20231017_185606-dnw7qlk6/files/requirements.txt
2023-10-17 18:56:07,938 INFO    Thread-12 :588891 [dir_watcher.py:_on_file_created():271] file/dir created: /home/augusto/symbolic/wandb/run-20231017_185606-dnw7qlk6/files/conda-environment.yaml
2023-10-17 18:56:08,152 DEBUG   HandlerThread:588891 [system_info.py:_save_conda():87] Saving conda packages done
2023-10-17 18:56:08,154 INFO    HandlerThread:588891 [system_monitor.py:probe():216] Finished publishing system info
2023-10-17 18:56:08,157 DEBUG   SenderThread:588891 [sender.py:send():380] send: files
2023-10-17 18:56:08,157 INFO    SenderThread:588891 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-17 18:56:08,163 DEBUG   HandlerThread:588891 [handler.py:handle_request():144] handle_request: stop_status
2023-10-17 18:56:08,164 DEBUG   HandlerThread:588891 [handler.py:handle_request():144] handle_request: internal_messages
2023-10-17 18:56:08,164 DEBUG   SenderThread:588891 [sender.py:send_request():407] send_request: stop_status
2023-10-17 18:56:08,352 DEBUG   SenderThread:588891 [sender.py:send():380] send: telemetry
2023-10-17 18:56:08,353 DEBUG   SenderThread:588891 [sender.py:send():380] send: config
2023-10-17 18:56:08,517 INFO    wandb-upload_0:588891 [upload_job.py:push():131] Uploaded file /tmp/tmp_7hsey2fwandb/deuvqjj9-wandb-metadata.json
2023-10-17 18:56:08,937 INFO    Thread-12 :588891 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/augusto/symbolic/wandb/run-20231017_185606-dnw7qlk6/files/conda-environment.yaml
2023-10-17 18:56:08,937 INFO    Thread-12 :588891 [dir_watcher.py:_on_file_created():271] file/dir created: /home/augusto/symbolic/wandb/run-20231017_185606-dnw7qlk6/files/wandb-metadata.json
2023-10-17 18:56:08,937 INFO    Thread-12 :588891 [dir_watcher.py:_on_file_created():271] file/dir created: /home/augusto/symbolic/wandb/run-20231017_185606-dnw7qlk6/files/output.log
2023-10-17 18:56:10,937 INFO    Thread-12 :588891 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/augusto/symbolic/wandb/run-20231017_185606-dnw7qlk6/files/output.log
2023-10-17 18:56:11,938 INFO    Thread-12 :588891 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/augusto/symbolic/wandb/run-20231017_185606-dnw7qlk6/files/output.log
2023-10-17 18:56:12,324 DEBUG   HandlerThread:588891 [handler.py:handle_request():144] handle_request: status_report
2023-10-17 18:56:17,324 DEBUG   HandlerThread:588891 [handler.py:handle_request():144] handle_request: status_report
2023-10-17 18:56:22,325 DEBUG   HandlerThread:588891 [handler.py:handle_request():144] handle_request: status_report
2023-10-17 18:56:23,162 DEBUG   HandlerThread:588891 [handler.py:handle_request():144] handle_request: stop_status
2023-10-17 18:56:23,163 DEBUG   SenderThread:588891 [sender.py:send_request():407] send_request: stop_status
2023-10-17 18:56:23,163 DEBUG   HandlerThread:588891 [handler.py:handle_request():144] handle_request: internal_messages
2023-10-17 18:56:24,941 INFO    Thread-12 :588891 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/augusto/symbolic/wandb/run-20231017_185606-dnw7qlk6/files/output.log
2023-10-17 18:56:28,107 DEBUG   HandlerThread:588891 [handler.py:handle_request():144] handle_request: log_artifact
2023-10-17 18:56:28,108 DEBUG   SenderThread:588891 [sender.py:send_request():407] send_request: log_artifact
2023-10-17 18:56:28,277 DEBUG   HandlerThread:588891 [handler.py:handle_request():144] handle_request: partial_history
2023-10-17 18:56:28,933 INFO    wandb-upload_0:588891 [upload_job.py:push():89] Uploaded file /home/augusto/.local/share/wandb/artifacts/staging/tmp_j378up1
2023-10-17 18:56:28,943 INFO    Thread-12 :588891 [dir_watcher.py:_on_file_created():271] file/dir created: /home/augusto/symbolic/wandb/run-20231017_185606-dnw7qlk6/files/media/table/game_log_0_08ed9e16bffe7bbe9d10.table.json
2023-10-17 18:56:28,943 INFO    Thread-12 :588891 [dir_watcher.py:_on_file_created():271] file/dir created: /home/augusto/symbolic/wandb/run-20231017_185606-dnw7qlk6/files/media/table
2023-10-17 18:56:28,943 INFO    Thread-12 :588891 [dir_watcher.py:_on_file_created():271] file/dir created: /home/augusto/symbolic/wandb/run-20231017_185606-dnw7qlk6/files/media
2023-10-17 18:56:29,442 INFO    SenderThread:588891 [sender.py:send_request_log_artifact():1444] logged artifact run-dnw7qlk6-game_log - {'id': 'QXJ0aWZhY3Q6NjA4MjY1MDE0', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjEwNzU4MTQzMg==', 'latestArtifact': None}}
2023-10-17 18:56:29,442 DEBUG   SenderThread:588891 [sender.py:send():380] send: files
2023-10-17 18:56:29,442 INFO    SenderThread:588891 [sender.py:_save_file():1378] saving file media/table/game_log_0_08ed9e16bffe7bbe9d10.table.json with policy now
2023-10-17 18:56:29,442 DEBUG   SenderThread:588891 [sender.py:send():380] send: history
2023-10-17 18:56:29,443 DEBUG   SenderThread:588891 [sender.py:send_request():407] send_request: summary_record
2023-10-17 18:56:29,445 DEBUG   HandlerThread:588891 [handler.py:handle_request():144] handle_request: status_report
2023-10-17 18:56:29,446 INFO    SenderThread:588891 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-17 18:56:29,644 INFO    wandb-upload_0:588891 [upload_job.py:push():131] Uploaded file /tmp/tmp_7hsey2fwandb/r24xfvqw-media/table/game_log_0_08ed9e16bffe7bbe9d10.table.json
2023-10-17 18:56:29,943 INFO    Thread-12 :588891 [dir_watcher.py:_on_file_created():271] file/dir created: /home/augusto/symbolic/wandb/run-20231017_185606-dnw7qlk6/files/wandb-summary.json
