2023-10-20 23:54:38,417 INFO    StreamThr :1184245 [internal.py:wandb_internal():86] W&B internal server running at pid: 1184245, started at: 2023-10-20 23:54:38.416377
2023-10-20 23:54:38,443 DEBUG   HandlerThread:1184245 [handler.py:handle_request():144] handle_request: status
2023-10-20 23:54:38,461 INFO    WriterThread:1184245 [datastore.py:open_for_write():85] open: /home/augusto/symbolic/wandb/run-20231020_235438-v1z5e7mf/run-v1z5e7mf.wandb
2023-10-20 23:54:38,462 DEBUG   SenderThread:1184245 [sender.py:send():380] send: header
2023-10-20 23:54:38,462 DEBUG   SenderThread:1184245 [sender.py:send():380] send: run
2023-10-20 23:54:38,883 DEBUG   HandlerThread:1184245 [handler.py:handle_request():144] handle_request: check_version
2023-10-20 23:54:38,916 INFO    SenderThread:1184245 [dir_watcher.py:__init__():211] watching files in: /home/augusto/symbolic/wandb/run-20231020_235438-v1z5e7mf/files
2023-10-20 23:54:38,916 INFO    SenderThread:1184245 [sender.py:_start_run_threads():1122] run started: v1z5e7mf with start time 1697860478.41366
2023-10-20 23:54:38,916 DEBUG   SenderThread:1184245 [sender.py:send_request():407] send_request: check_version
2023-10-20 23:54:39,089 DEBUG   HandlerThread:1184245 [handler.py:handle_request():144] handle_request: run_start
2023-10-20 23:54:39,096 DEBUG   HandlerThread:1184245 [system_info.py:__init__():32] System info init
2023-10-20 23:54:39,096 DEBUG   HandlerThread:1184245 [system_info.py:__init__():47] System info init done
2023-10-20 23:54:39,096 INFO    HandlerThread:1184245 [system_monitor.py:start():181] Starting system monitor
2023-10-20 23:54:39,096 INFO    SystemMonitor:1184245 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-20 23:54:39,097 INFO    HandlerThread:1184245 [system_monitor.py:probe():201] Collecting system info
2023-10-20 23:54:39,106 INFO    SystemMonitor:1184245 [interfaces.py:start():190] Started cpu monitoring
2023-10-20 23:54:39,107 INFO    SystemMonitor:1184245 [interfaces.py:start():190] Started disk monitoring
2023-10-20 23:54:39,108 INFO    SystemMonitor:1184245 [interfaces.py:start():190] Started gpu monitoring
2023-10-20 23:54:39,124 INFO    SystemMonitor:1184245 [interfaces.py:start():190] Started memory monitoring
2023-10-20 23:54:39,138 INFO    SystemMonitor:1184245 [interfaces.py:start():190] Started network monitoring
2023-10-20 23:54:39,165 DEBUG   HandlerThread:1184245 [system_info.py:probe():196] Probing system
2023-10-20 23:54:39,197 DEBUG   HandlerThread:1184245 [gitlib.py:_init_repo():53] git repository is invalid
2023-10-20 23:54:39,197 DEBUG   HandlerThread:1184245 [system_info.py:probe():244] Probing system done
